id	depth	type	is_leaf	name	path
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-catcher	7	event	true	Catcher	Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Catcher
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-outfield	7	event	true	Outfield	Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Outfield
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-pitcher	7	event	true	Pitcher	Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Pitcher
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-shortstop	7	event	true	Shortstop	Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Shortstop
culture-sports-ball-games-baseball-lists-triple-crown	6	event	true	Triple crown	Culture / Sports / Ball games / Baseball / Lists / Triple crown
culture-sports-combat-sports-martial-arts-lists	5	event	false	Lists	Culture / Sports / Combat sports / Martial arts / Lists
culture-sports-combat-sports-martial-arts-lists-martial-arts-weapons	6	event	true	Martial arts weapons	Culture / Sports / Combat sports / Martial arts / Lists / Martial arts weapons
culture-sports-lists	3	event	false	Lists	Culture / Sports / Lists
culture-sports-lists-climbing	4	event	true	Climbing	Culture / Sports / Lists / Climbing
culture-sports-lists-gay-athletes	4	event	true	Gay athletes	Culture / Sports / Lists / Gay athletes
culture-sports-lists-judo-techniques	4	event	true	Judo techniques	Culture / Sports / Lists / Judo techniques
culture-sports-lists-ski-areas	4	event	true	Ski areas	Culture / Sports / Lists / Ski areas
culture-sports-lists-sports-leagues	4	event	false	Sports leagues	Culture / Sports / Lists / Sports leagues
culture-sports-lists-sports-leagues-defunct-sports-leagues	5	event	true	Defunct sports leagues	Culture / Sports / Lists / Sports leagues / Defunct sports leagues
culture-sports-lists-surfing	4	event	true	Surfing	Culture / Sports / Lists / Surfing
